unique_id	citing_id	citing_title	cited_title	cited_authors	section_title	cited_abstract	citation_context	cite_context_paragraph	citation_class_label
CC11	A00-1024	Categorizing unknown words	language identification with confidence limits	['D Elworthy']	experiments	"A statistical classification algorithm and its application to language identification from noisy input are described. The main innovation is to compute confidence limits on the classification, so that the algorithm terminates when enough evidence to make a clear decision has been made, and so avoiding problems with categories that have similar characteristics. A second application, to genre identification, is briefly ex- amined. The results show that some of the problems of other language identification tech- niques can be avoided, and illustrate a more important point: that a statistical language process can be used to provide feedback about its own success rate"	"Each component will return a confidence measure of the reliability of its prediction , c.f. ( #AUTHOR_TAG ) ."	"['To deal with these issues we propose a multicomponent architecture where individual components specialize in identifying one particular type of unknown word.', 'For example, the misspelling identifier will specialize in identifying misspellings, the abbreviation component will specialize in identifying abbreviations, etc.', 'Each component will return a confidence measure of the reliability of its prediction , c.f. ( #AUTHOR_TAG ) .', 'The results from each component are evaluated to determine the final category of the word.']"	4
CC12	A00-1024	Categorizing unknown words	a stochastic parts program and noun phrase parser for unrestricted text	['K Church']	experiments	A program that tags each word in an input sentence with the most likely part of speech has been written. The program uses a linear-time dynamic programming algorithm to find an assignment of parts of speech to words that optimizes the product of (a) lexical probabilities (probability of observing part of speech i given word i) and (b) contextual probabilities (probability of observing part of speech i given n following parts of speech). Program performance is encouraging; a 400-word sample is presented and is judged to be 99.5% correct.>	We use an in-house statistical tagger ( based on ( #AUTHOR_TAG ) ) to tag the text in which the unknown word occurs .	"['The first feature represents the part of speech of the word.', 'We use an in-house statistical tagger ( based on ( #AUTHOR_TAG ) ) to tag the text in which the unknown word occurs .', 'The tag set used is a simplified version of the tags used in the machinereadable version of the Oxford Advanced Learners Dictionary (OALD).', 'The tag set contains just one tag to identify nouns.']"	5
CC13	A00-1024	Categorizing unknown words	detecting and correcting morphosyntactic errors in real texts	['T Vosse']			Research that is more similar in goal to that outlined in this paper is Vosse ( #AUTHOR_TAG ) .	"['Research that is more similar in goal to that outlined in this paper is Vosse ( #AUTHOR_TAG ) .', 'Vosse uses a simple algorithm to identify three classes of unknown words: misspellings, neologisms, and names.', 'Capitalization is his sole means of identifying names.', 'However, capitalization information is not available in closed captions.', 'Hence, his system would be ineffective on the closed caption domain with which we are working.', '(Granger, 1983) uses expectations generated by scripts to anMyze unknown words.', 'The drawback of his system is that it lacks portability since it incorporates scripts that make use of world knowledge of the situation being described; in this case, naval ship-to-shore messages.']"	1
CC14	A00-1024	Categorizing unknown words	detecting and correcting morphosyntactic errors in real texts	['T Vosse']	experiments		Corpus frequency : ( #AUTHOR_TAG ) differentiates between misspellings and neologisms ( new words ) in terms of their frequency .	"['Corpus frequency : ( #AUTHOR_TAG ) differentiates between misspellings and neologisms ( new words ) in terms of their frequency .', 'His algorithm classifies unknown words that appear infrequently as misspellings, and those that appear more frequently as neologisms.', 'Our corpus frequency variable specifies the frequency of each unknown word in a 2.6 million word corpus of business news closed captions.']"	5
CC15	A00-2028	An Application of Reinforcement Learning to Dialogue Strategy Selection in a Spoken Dialogue System for Email	automatic detection of poor speech recognition at the dialogue level	"['D J Litman', 'M A Walker', 'M J Kearns']"	conclusion	"The dialogue strategies used by a spoken dialogue system strongly influence performance and user satisfaction. An ideal system would not use a single fixed strategy, but would adapt to the circumstances at hand. To do so, a system must be able to identify dialogue properties that suggest adaptation. This paper focuses on identifying situations where the speech recognizer is performing poorly. We adopt a machine learning approach to learn rules from a dialogue corpus for identifying these situations. Our results show a significant improvement over the baseline and illustrate that both lower-level acoustic features and higher-level dialogue features can affect the performance of the learning algorithm."	Our work builds on earlier research on learning to identify dialogues in which the user experienced poor speech recognizer performance ( #AUTHOR_TAG ) .	"['The research reported here is the first that we know of to automatically analyze a corpus of logs from a spoken dialogue system for the purpose of learning to predict problematic situations.', 'Our work builds on earlier research on learning to identify dialogues in which the user experienced poor speech recognizer performance ( #AUTHOR_TAG ) .', 'However, that work was based on a much smaller set of experimental dialogues where the notion of a good or bad dialogue was automatically approximated rather than being labelled by humans.', 'In addition, because that work was based on features synthesized over the entire dialogues, the hypotheses that were learned could not be used for prediction during runtime.']"	2
CC16	A00-2028	An Application of Reinforcement Learning to Dialogue Strategy Selection in a Spoken Dialogue System for Email	automatic detection of poor speech recognition at the dialogue level	"['D J Litman', 'M A Walker', 'M J Kearns']"		"The dialogue strategies used by a spoken dialogue system strongly influence performance and user satisfaction. An ideal system would not use a single fixed strategy, but would adapt to the circumstances at hand. To do so, a system must be able to identify dialogue properties that suggest adaptation. This paper focuses on identifying situations where the speech recognizer is performing poorly. We adopt a machine learning approach to learn rules from a dialogue corpus for identifying these situations. Our results show a significant improvement over the baseline and illustrate that both lower-level acoustic features and higher-level dialogue features can affect the performance of the learning algorithm."	The use of running tallies and percentages is based on the assumption that these features are likely to produce generalized predictors ( #AUTHOR_TAG ) .	"['The DM features also include running tallies for the number of reprompts (num-reprompts), number of confirmation prompts (num.confirms), and number of subdialogue prompts (num-subdials), that had been played up to each point in the diMogue, as well as running percentages (percent-reprompts, percentconfirms, percent-subdials).', 'The use of running tallies and percentages is based on the assumption that these features are likely to produce generalized predictors ( #AUTHOR_TAG ) .']"	4
CC17	D08-1004	Modeling annotators	thumbs up sentiment classification using machine learning techniques	"['B Pang', 'L Lee', 'S Vaithyanathan']"	method	"We consider the problem of classifying documents not by topic, but by overall sentiment, e.g., determining whether a review is positive or negative. Using movie reviews as data, we find that standard machine learning techniques definitively outperform human-produced baselines. However, the three machine learning methods we employed (Naive Bayes, maximum entropy classification, and support vector machines) do not perform as well on sentiment classification as on traditional topic-based categorization. We conclude by examining factors that make the sentiment classification problem more challenging."	"We use the same set of binary features as in previous work on this dataset ( #AUTHOR_TAG ; Pang and Lee , 2004 ; Zaidan et al. , 2007 ) ."	"['where f (•) extracts a feature vector from a classified document, θ are the corresponding weights of those features, and Z θ (x) def = y u(x, y) is a normalizer.', 'We use the same set of binary features as in previous work on this dataset ( #AUTHOR_TAG ; Pang and Lee , 2004 ; Zaidan et al. , 2007 ) .', 'Specifically, let V = {v 1 , ..., v 17744 } be the set of word types with count ≥ 4 in the full 2000-document corpus.', 'Define f h (x, y) to be y if v h appears at least once in x, and 0 otherwise.', 'Thus θ ∈ R 17744 , and positive weights in θ favor class label y = +1 and equally discourage y = −1, while negative weights do the opposite.', 'This standard unigram feature set is linguistically impoverished, but serves as a good starting point for studying rationales.', 'Future work should consider more complex features and how they are signaled by rationales, as discussed in section 3.2.']"	5
CC18	D08-1006	Refining generative language models using discriminative learning	classbased ngram models of natural language	"['F Brown', 'Vincent J Della Pietra', 'Peter V deSouza', 'Jenifer C Lai', 'Robert L Mercer']"	conclusion		"In future work we plan to experiment with richer representations , e.g. including long-range n-grams ( Rosenfeld , 1996 ) , class n-grams ( #AUTHOR_TAG ) , grammatical features ( Amaya and Benedy , 2001 ) , etc ' ."	"['The sentence representation we chose for this work is rather simple, and was intended primarily to demonstrate the efficacy of our approach.', ""In future work we plan to experiment with richer representations , e.g. including long-range n-grams ( Rosenfeld , 1996 ) , class n-grams ( #AUTHOR_TAG ) , grammatical features ( Amaya and Benedy , 2001 ) , etc ' .""]"	3
CC19	D08-1006	Refining generative language models using discriminative learning	a discriminative language model with pseudonegative samples	"['Daisuke Okanohara', ""Jun'ichi Tsujii""]"			"Unfortunately , as shown in ( #AUTHOR_TAG ) , with the represetation of sentences that we use , linear classifiers can not discriminate real sentences from sentences sampled from a trigram , which is the model we use as a baseline , so here we resort to a non-linear large-margin classifier ( see section 3 for details ) ."	"['Self-supervised boosting was presented as a general method for density estimation, and was not tested in the context of language modeling.', 'Rather, Welling at al. demonstrated its effectiveness in modeling hand-written digits and on synthetic data.', 'Đn both cases essentially linear classifiers were used as features.', 'As these are computationally very efficient, the authors could use a variant of Gibbs sampling for generating negative samples.', 'Unfortunately , as shown in ( #AUTHOR_TAG ) , with the represetation of sentences that we use , linear classifiers can not discriminate real sentences from sentences sampled from a trigram , which is the model we use as a baseline , so here we resort to a non-linear large-margin classifier ( see section 3 for details ) .', 'While large-margin classifiers consistently out-perform other learning algorithms in many NLP tasks, their non-linear variations are also notoriously slow when it comes to computing their decision function -taking time that can be linear in the size of their training data.', 'This means that MCMC techniques like Gibbs sampling quickly become intractable, even for small corpora, as they require performing very large numbers of classifications.', 'For this reason we use a different sampling scheme which we refer to as rejection sampling.', ""This allows us to sample from the true model distribution while requiring a drastically smaller number of classifications, as long as the current model isn't too far removed from the baseline.""]"	4
CC20	D08-1006	Refining generative language models using discriminative learning	a discriminative language model with pseudonegative samples	"['Daisuke Okanohara', ""Jun'ichi Tsujii""]"	experiments		"As shown in ( #AUTHOR_TAG ) , using this representation , a linear classifier can not distinguish sentences sampled from a trigram and real sentences ."	"['For our features we used large-margin classifiers trained using the online algorithm described in (Crammer et al., 2006).', 'The code for the classifier was generously provided by Daisuke Okanohara.', 'This code was extensively optimized to take advantage of the very sparse sentence representation described above.', 'As shown in ( #AUTHOR_TAG ) , using this representation , a linear classifier can not distinguish sentences sampled from a trigram and real sentences .', 'Therefore, we used a 3rd order polynomial kernel, which was found to give good results.', 'No special effort was otherwise made in order to optimize the parameters of the classifiers.']"	4
